Id,Heading,Article.Banner.Image,Outlets,Article.Description,Full_Article,Article_Type,Tonality
acc61480-cd4a-4932-be4b-a69e0ab273c7,Australia Seeks New Special Operations Helicopter,,Shephard,"Dan McQuestin, Bell’s business development manager in Australia, outlined the advantages of an armed single-engine Bell 407 to Shephard, including its reliability and proven pedigree. If the Australian Army prefers a twin-engine aircraft, Bell can also arm other models in its range as well. (Subscription Required)","<p>Dan McQuestin, Bell&rsquo;s business development manager in Australia, outlined the advantages of an armed single-engine Bell 407 to Shephard, including its reliability and proven pedigree. If the Australian Army prefers a twin-engine aircraft, Bell can also arm other models in its range as well.</p>",Military,Positive
777d7fe4-f4a6-49a8-b7a5-a5cd23c907bb,Fast Helicopters for the US Army,,MILITARYBOX,"V-280 Valor would be another suitable candidate but its maker, Bell, has not yet made it clear whether they would participate in the FARA programme, the server added.","<p>V-280 Valor would be another suitable candidate but its maker, Bell, has not yet made it clear whether they would participate in the FARA programme, the server added.</p>",Military,Positive
49348418-84bf-4e74-bb23-ca718776853f,Boeing CEO: First Operational Self-Flying Cars Are Less Than 5 Years Out,,sNEWSi,"Speaking on the GeekWire Summit, Boeing CEO Dennis Muilenburg mentioned the corporate is making rapid progress on the first operational self-driving airborne vehicles and that lets see them take to the skies in beneath 5 years.","<p>Speaking on the GeekWire Summit, Boeing CEO Dennis Muilenburg mentioned the corporate is making rapid progress on the first operational self-driving airborne vehicles and that lets see them take to the skies in beneath 5 years.</p>",Commercial,Positive
f1ca4c6d-6f7d-4cb3-94e6-b7b03544c806,"Here’s When DFW's Bullet Train, Hyperloop, Driverless Cars and Flying Taxis Are Set to Take Off",,American Viewer,Fort Worth-based Bell Helicopters is one of a handful of aircraft manufacturers working with Uber to develop and build the flying taxis.,<p>Fort Worth-based Bell Helicopters is one of a handful of aircraft manufacturers working with Uber to develop and build the flying taxis.</p>,Commercial,Positive
4facc1ad-778a-41d4-a993-81da19cd32ec,Pilot 'SHOT Before Helicopter Crash' Which Killed Putin Prosecutor Linked to Clinton 'Dirt' and Skripal Probe,https://i2-prod.mirror.co.uk/incoming/article13360039.ece/ALTERNATES/s615b/0_PAY-Helicopter-Crash-Kostroma-region-1-east2west-news.jpg,Kabarbatam,Russian deputy attorney general Saak Karapetyan died on on Wednesday when his AS-350 came down in bad weather on a hunting trip 365 miles northeast of Moscow.,<p>Russian deputy attorney general Saak Karapetyan died on on Wednesday when his AS-350 came down in bad weather on a hunting trip 365 miles northeast of Moscow.</p>,Commercial,Negative
4d6e34b3-9502-481c-85d5-ff282d95cec7,Pilot Shot In Helicopter Crash Which Killed Senior Putin Prosecutor,,OPERA NEWS,"Deputy prosecutor-general Saak Karapetyan - a former MP and long-time ally of Putin - died Wednesday, died when his AS-350 helicopter came down in Kostroma region northeast of Moscow on Wednesday.","<p>Deputy prosecutor-general Saak Karapetyan - a former MP and long-time ally of Putin - died Wednesday, died when his AS-350 helicopter came down in Kostroma region northeast of Moscow on Wednesday.</p>",Commercial,Negative
4fb1cdd1-b3a5-4243-ab8e-0ab80eb542f0,Pilot Shot In Helicopter Crash Which Killed Senior Putin Prosecutor,,Trendolizer™,"Deputy prosecutor-general Saak Karapetyan - a former MP and long-time ally of Putin - died Wednesday, when his AS-350 helicopter came down in Kostroma region northeast of Moscow.","<p>Deputy prosecutor-general Saak Karapetyan - a former MP and long-time ally of Putin - died Wednesday, when his AS-350 helicopter came down in Kostroma region northeast of Moscow.</p>",Commercial,Negative
2a1255d2-a130-42aa-b520-889bb7173656,Pilot Shot In Helicopter Crash Which Killed Senior Putin Prosecutor,,My Online World,The pilot involved in the helicopter crashed which killed one of Vladimir Putin’s top prosecutors was found with two bullets in his body it has been claimed today deputy prosecutor general sakura petty on a former MP and longtime ally of Putin died Wednesday died when his as350 helicopter came down.,<p>The pilot involved in the helicopter crashed which killed one of Vladimir Putin’s top prosecutors was found with two bullets in his body it has been claimed today deputy prosecutor general sakura petty on a former MP and longtime ally of Putin died Wednesday died when his as350 helicopter came down.</p>,Commercial,Negative
df81ca98-0195-4983-8361-1b36de6f8b09,Pilot Shot In Helicopter Crash Which Killed Senior Putin Prosecutor,https://i.dailymail.co.uk/1/2018/10/07/14/4763826-6240165-Karapetyan_was_one_of_three_people_who_died_when_the_AS_350_heli-a-25_1538920205233.jpg,The News,"Deputy prosecutor-general Saak Karapetyan – a former MP and long-time ally of Putin – died Wednesday, died when his AS-350 helicopter came down in Kostroma region northeast of Moscow on Wednesday.","<p>Deputy prosecutor-general Saak Karapetyan – a former MP and long-time ally of Putin – died Wednesday, died when his AS-350 helicopter came down in Kostroma region northeast of Moscow on Wednesday.</p>",Commercial,Negative
0016033c-4d19-4104-a6b7-a559405d8659,Boeing awarded UAE AH-64E contract,,Alert 5,Boeing has secured a $242 million contract to remanufacture eight and build nine new AH-64E attack helicopters for United Arab Emirates.,<p>Boeing has secured a $242 million contract to remanufacture eight and build nine new AH-64E attack helicopters for United Arab Emirates.</p>,Military,Positive
63b22372-6f05-461c-94f7-630d87af4eb5,Pilot ‘was shot’ moments before helicopter crash that killed Vladimir Putin’s top prosecutor who probed Skripal poisoning and Alexander Litvinenko’s murder,https://www.thesun.co.uk/wp-content/uploads/2018/10/NINTCHDBPICT0004392481671.jpg?w=960,The Sun,Deputy Russian prosecutor-general Saak Karapetyan died on Wednesday when his AS-350 came down in bad weather on a hunting trip 365 miles northeast of Moscow.,<p>Deputy Russian prosecutor-general Saak Karapetyan died on Wednesday when his AS-350 came down in bad weather on a hunting trip 365 miles northeast of Moscow.</p>,Commercial,Negative
b7929e31-eccd-4535-b4ca-7424853d8639,pilot of helicopter crashed with deputy prosecutor general shot dead before the tragedy,https://en.crimerussia.com/upload/iblock/d1c/DopdDIuXgAAQH3i.jpg,Crime Russia,"As previously written by The CrimeRussia, the Eurocopter AS-350 B3 helicopter crashed in the Soligalichsky district of the Kostroma region on Wednesday, October 3.","<p>As previously written by The CrimeRussia, the Eurocopter AS-350 B3 helicopter crashed in the Soligalichsky district of the Kostroma region on Wednesday, October 3.</p>",Commercial,Negative
30a11b6b-8d8e-459f-84f2-60b2c4763c25,The CEO Of Boeing – We Will Have Flying Cars In Five Years!,,Steemit,Boeing – one of the worlds largest companies that build airplanes – is working hard on autonomous flying cars and its CEO – Dennis Muilenburg – says that the first ones should be among us within the next five years.,<p>Boeing – one of the worlds largest companies that build airplanes – is working hard on autonomous flying cars and its CEO – Dennis Muilenburg – says that the first ones should be among us within the next five years.</p>,Commercial,Positive
3eac9fc3-8f5a-45bb-b57d-19a761fbd93b,Turkey Developing New Homegrown Attack Helicopter,https://iadsb.tmgrup.com.tr/9aeda8/645/344/0/0/2048/1091?u=https://idsb.tmgrup.com.tr/2018/10/07/turkey-developing-new-homegrown-attack-helicopter-1538933168500.jpg,DAILY SABAH,"Defense Industries President ?smail Demir announced yesterday that a new attack helicopter is being developed, stressing that it is better than Turkey's first ""home-grown"" helicopter, the T129 Advanced Attack and Tactical Reconnaissance Helicopter.","<p>Defense Industries President ?smail Demir announced yesterday that a new attack helicopter is being developed, stressing that it is better than Turkey&#39;s first &quot;home-grown&quot; helicopter, the T129 Advanced Attack and Tactical Reconnaissance Helicopter.</p>",Military,Positive
a7fa2767-e757-443a-940a-66f4bd91b3b7,A Futuristic Look At The Platinum Corridor,,Bisnow,"Russell Laughlin, executive vice president at Hillwood, which is developing Frisco Station, said Hillwood has partnered with Uber and Bell Helicopter to bring Uber Elevate to Frisco.","<p>Russell Laughlin, executive vice president at Hillwood, which is developing Frisco Station, said Hillwood has partnered with Uber and Bell Helicopter to bring Uber Elevate to Frisco.</p>",Commercial,Positive
6f10c5ee-e8c8-4556-b3c9-294170b1495b,Aerial views,,Pune Mirror,"The first time Laxmikant Hukkeri got a bird’s-eye view of the hill fortress Sinhagad, he was sitting snug inside a Bell helicopter.","<p>The first time Laxmikant Hukkeri got a bird’s-eye view of the hill fortress Sinhagad, he was sitting snug inside a Bell helicopter.</p>",Commercial,Positive
be6de010-f9ee-4bc7-bae8-51a2b37bc61c,Airbus appoints CEO,,Flipboard,"The Airbus board of directors has chosen Guillaume Faury, the company's current president of the commercial aircraft division.","<p>The Airbus board of directors has chosen Guillaume Faury, the company's current president of the commercial aircraft division.</p>",Executives,Positive
50c8df59-203e-40e9-abf3-14233e7f30d9,Airbus Appoints Faury To Become CEO In April 2019,,Aviation Week Network,Airbus has completed its ongoing leadership transition by naming Guillaume Faury its new CEO. Faury was long thought to be the favorite for the top position.,<p>Airbus has completed its ongoing leadership transition by naming Guillaume Faury its new CEO. Faury was long thought to be the favorite for the top position.</p>,Executives,Positive
a576cc7d-6dc3-4b1f-8623-8c1ef6086e5c,Airbus Board of Directors announces new CEO,,Travelwirenews,The Board of Directors of Airbus SE has selected Guillaume Faury because the future Airbus CEO (CEO).,<p>The Board of Directors of Airbus SE has selected Guillaume Faury because the future Airbus CEO (CEO).</p>,Executives,Positive
37328de0-4b1c-4c38-8be7-eb879732c033,Airbus board of directors selects Guillaume Faury as future CEO,,Skies,"In 2009, Faury joined Peugeot S.A., where he served as Executive Vice President for Research and Development as a Member of the Managing Board. In May 2013, Faury returned to Airbus as CEO of Airbus Helicopters and in early 2018 he took the helm of Airbus Commercial Aircraft.","<p>In 2009, Faury joined Peugeot S.A., where he served as Executive Vice President for Research and Development as a Member of the Managing Board. In May 2013, Faury returned to Airbus as CEO of Airbus Helicopters and in early 2018 he took the helm of Airbus Commercial Aircraft.</p>",Executives,Positive
8d6fd5cc-8324-464c-b05c-c671a28bc53e,Airbus close to appointing commercial aircraft boss Guillaume Faury as next chief exec,,City A.M.,"Airbus is close to appointing its plane-making boss Guillaume Faury as its new chief executive, according to reports today.","<p>Airbus is close to appointing its plane-making boss Guillaume Faury as its new chief executive, according to reports today.</p>",Executives,Positive
f0028f8e-77f1-42a1-bdb9-2c191bdb0a4e,Airbus insider Faury will reportedly be company's next CEO,,CNBC,"Company insider Guillaume Faury was set to be named as Airbus's next chief executive on Monday, giving him a mandate to fill key posts and address industrial problems at the dominant jets division, people familiar with the matter said.","<p>Company insider Guillaume Faury was set to be named as Airbus's next chief executive on Monday, giving him a mandate to fill key posts and address industrial problems at the dominant jets division, people familiar with the matter said.</p>",Executives,Positive
f445de70-2fb7-4977-aeea-91ed7e4d7b03,Airbus Lands on a New CEO,,Boyden,"Guillaume Faury of France, currently COO of Airbus’s core commercial aircraft business, will replace Tom Enders as CEO. German-born Enders will retire at the next shareholder meeting in April 2019, the European aerospace multinational said in a statement.","<p>Guillaume Faury of France, currently COO of Airbus’s core commercial aircraft business, will replace Tom Enders as CEO. German-born Enders will retire at the next shareholder meeting in April 2019, the European aerospace multinational said in a statement.</p>",Executives,Positive
c5390ab9-6fd4-4130-9f09-5f9933fd46ff,Airbus looks likely to name No. 2 Guillaume Faury its new chief executive,,MarketWatch,"Airbus SE is poised to name the head of the plane making unit and effective No. 2, Guillaume Faury, as its next chief executive, two people familiar with the matter said Monday.","<p>Airbus SE is poised to name the head of the plane making unit and effective No. 2, Guillaume Faury, as its next chief executive, two people familiar with the matter said Monday.</p>",Executives,Positive
ad6f62a9-c32d-45f0-a3a3-3d54ce9de2f4,Airbus name Guillaume Faury to replace Enders,,France 24,The board of European aerospace giant Airbus said Monday it had nominated Guillaume Faury to replace Tom Enders as chief executive after its general assembly next April.,<p>The board of European aerospace giant Airbus said Monday it had nominated Guillaume Faury to replace Tom Enders as chief executive after its general assembly next April.</p>,Executives,Positive
e738569b-fe74-46a6-9ce1-8a2252c76191,Airbus selects commercial chief Guillaume Faury as next CEO,,Wichita Business Journal,Tom Enders will remain CEO until April 2019.,<p>Tom Enders will remain CEO until April 2019.</p>,Executives,Positive
7d2b07fa-d2fb-42f1-966a-030e0e23d000,Airbus set to announce its new CEO,,Publics.bg,"Airbus has seen significant changes in its top ranks amid a generational shift. Along with Mr. Enders, Fabrice Brégier, who ran the plane making unit before Mr. Faury, has departed and Chief Financial Officer Harald Wilhelm ha announced plans to exit next year.","<p>Airbus has seen significant changes in its top ranks amid a generational shift. Along with Mr. Enders, Fabrice Brégier, who ran the plane making unit before Mr. Faury, has departed and Chief Financial Officer Harald Wilhelm ha announced plans to exit next year.</p>",Executives,Positive
dddc401c-c902-48f0-9e61-e464e67d0ea2,Airbus Set to Identify New Chief Govt,,Press Mask,"Mr. Faury is ready to interchange Tom Enders, who in December mentioned he wouldn’t search a brand new mandate when his present time period expires subsequent 12 months. The announcement might come as early as Monday, the folks mentioned.","<p>Mr. Faury is ready to interchange Tom Enders, who in December mentioned he wouldn’t search a brand new mandate when his present time period expires subsequent 12 months. The announcement might come as early as Monday, the folks mentioned.</p>",Executives,Positive
cad5b9a4-c3d1-4696-956f-1bc8b2cb9bae,Airbus set to name Guillaume Faury as chief executive,,Myzikk,"Airbus, the European aircraft maker, has turned to an insider to pilot it through a period of management instability and production problems.","<p>Airbus, the European aircraft maker, has turned to an insider to pilot it through a period of management instability and production problems.</p>",Executives,Positive
bec0421d-e298-45db-abcf-3c90e24ab5f1,Airbus Set to Name New CEO,,Stocks News Feed,"Mr. Faury took over the commercial plane unit, which delivers the bulk of Airbus sales and profit, in February. He previously ran the European aerospace giant’s helicopter business for about five years.","<p>Mr. Faury took over the commercial plane unit, which delivers the bulk of Airbus sales and profit, in February. He previously ran the European aerospace giant’s helicopter business for about five years.</p>",Executives,Positive
2c7e500c-c872-4ff4-90af-700c482babe2,Airbus To Name Guillaume Faury CEO,,Markets Insider,"Guillaume Faury, Airbus President Commercial Aircraft, was appointed to the role in February 2018. Previously he was President & Chief Executive Officer Airbus Helicopters, since May 2013.","<p>Guillaume Faury, Airbus President Commercial Aircraft, was appointed to the role in February 2018. Previously he was President & Chief Executive Officer Airbus Helicopters, since May 2013.</p>",Executives,Positive
f02942d8-d1bb-4b3d-8e19-b9f9dd6e8b73,Airbus: Faury to replace Enders as CEO in 2019,,Air Transport World,Airbus is completing its ongoing leadership transition by naming Guillaume Faury its new CEO. Faury was long tipped to be the favorite for the top position at Airbus.,<p>Airbus is completing its ongoing leadership transition by naming Guillaume Faury its new CEO. Faury was long tipped to be the favorite for the top position at Airbus.</p>,Executives,Positive
22aaca31-2004-4a14-bba6-a42f08d25ce8,AIRBUS: GUILLAUME FAURY EXPECTED TO SUCCEED TOM ENDERS,,The Koz Post,"This announcement comes as Airbus continues to be subjected to the whirlpool internally, which led to the departure of the unexpected to his business manager, Eric Schultz, only a few months after he had replaced the iconic John Leahy.","<p>This announcement comes as Airbus continues to be subjected to the whirlpool internally, which led to the departure of the unexpected to his business manager, Eric Schultz, only a few months after he had replaced the iconic John Leahy.</p>",Executives,Positive
2c7f1ff4-9136-4ee5-a54f-3bbf352302f2,Airbus Appoints Guillaume Faury As CEO,,RTTNews,"Airbus SE said Monday it appointed the head of its plane-making unit, Guillaume Faury, as its next chief executive officer.","<p>Airbus SE said Monday it appointed the head of its plane-making unit, Guillaume Faury, as its next chief executive officer.</p>",Executives,Positive
8a245def-1099-4ab3-b823-6841c648aac0,"Airbus Gets a New Boss, Who Inherits All of the Old Problems",,BloombergQuint,"Airbus SE has selected its next chief executive officer. Cue in Guillaume Faury, former head of the aircraft manufacturer’s helicopter division and of research at carmaker Peugeot SA -- and now a clean-up guy with a lot on his plate.","<p>Airbus SE has selected its next chief executive officer. Cue in Guillaume Faury, former head of the aircraft manufacturer’s helicopter division and of research at carmaker Peugeot SA -- and now a clean-up guy with a lot on his plate.</p>",Executives,Positive
2bb65557-ba03-4404-b915-8cef3e57207d,Airbus Has a New CEO. Can He Take the Company to New Heights?,,Channel4000,"Before taking charge of Airbus' Commercial Aircraft division in February 2018, Faury led the company's helicopter business. He also did turns as a senior manager at Peugeot and Eurocopter.","<p>Before taking charge of Airbus' Commercial Aircraft division in February 2018, Faury led the company's helicopter business. He also did turns as a senior manager at Peugeot and Eurocopter.</p>",Executives,Positive
9990e3ef-00ec-403b-b055-d2670e32f984,Airbus Insider Faury to Be Next CEO,,NewsChamber,"As CEO of the only serious rival to U.S. planemaker Boeing, Faury will continue to tackle industrial problems affecting some jet deliveries while overseeing smaller but increasingly autonomous helicopter and defence units.","<p>As CEO of the only serious rival to U.S. planemaker Boeing, Faury will continue to tackle industrial problems affecting some jet deliveries while overseeing smaller but increasingly autonomous helicopter and defence units.</p>",Executives,Positive
5f59e06c-f36d-4c8c-9d21-b7ee3f59edba,Airbus Names Faury To Succeed Enders as CEO,,JDA,"The Board of Directors of Airbus SE … has selected Guillaume Faury as future Airbus Chief Executive Officer (CEO). Faury, 50, who currently serves as President Airbus Commercial Aircraft, will succeed Tom Enders, 59, who remains CEO until the Annual General Meeting (AGM) on 10 April 2019, when the appointment of Faury as executive member of the Board will be submitted to shareholders.","<p>The Board of Directors of Airbus SE … has selected Guillaume Faury as future Airbus Chief Executive Officer (CEO). Faury, 50, who currently serves as President Airbus Commercial Aircraft, will succeed Tom Enders, 59, who remains CEO until the Annual General Meeting (AGM) on 10 April 2019, when the appointment of Faury as executive member of the Board will be submitted to shareholders.</p>",Executives,Positive
09ad75eb-73d2-4684-93e5-17a4c2735fee,Airbus Officially Taps Faury as Next CEO,,Seeking Alpha,"He'll succeed Tom Enders, who will stay in the job until the company's April 10 annual general meeting. At that point, Faury's appointment will be submitted to shareholders.","<p>He'll succeed Tom Enders, who will stay in the job until the company's April 10 annual general meeting. At that point, Faury's appointment will be submitted to shareholders.</p>",Executives,Positive
ab035502-e509-4f96-be5c-775482ed646f,Airbus Picks Future Chief Executive,,World Business,"In February, Mr. Faury took over the commercial plane unit, which delivers the bulk of Airbus sales and profit. He previously ran the European aerospace giant’s helicopter business for about five years.","<p>In February, Mr. Faury took over the commercial plane unit, which delivers the bulk of Airbus sales and profit. He previously ran the European aerospace giant’s helicopter business for about five years.</p>",Executives,Positive
80942955-a16d-4af9-b35d-cabf33f2d883,Airbus Picks Planes Boss Faury As Next CEO To End Uncertainty,,Thomson Reuters Foundation,"As CEO of the only serious rival to U.S. planemaker Boeing, Faury will continue to tackle industrial problems affecting some jet deliveries while overseeing smaller but increasingly autonomous helicopter and defense units.","<p>As CEO of the only serious rival to U.S. planemaker Boeing, Faury will continue to tackle industrial problems affecting some jet deliveries while overseeing smaller but increasingly autonomous helicopter and defense units.</p>",Executives,Positive
4202a5a1-c238-4e9c-8107-977206f42a17,Airbus Set to Name New Chief Executive,,Shafaqna,"Mr. Faury took over the commercial plane unit, which delivers the bulk of Airbus sales and profit, in February. He previously ran the European aerospace giant's helicopter business for about five years.","<p>Mr. Faury took over the commercial plane unit, which delivers the bulk of Airbus sales and profit, in February. He previously ran the European aerospace giant's helicopter business for about five years.</p>",Executives,Positive
45ea5cc4-ac24-4c8a-9aab-f49683978118,Big Ticket Army Modernization Efforts Could Impact Chinook Upgrades,,Defense Daily,"Big ticket Army modernization programs, such as Future Vertical Lift and the Next Generation Combat Vehicle, could delay Block II upgrades to the CH-47 Chinook heavylift chopper.","<p>Big ticket Army modernization programs, such as Future Vertical Lift and the Next Generation Combat Vehicle, could delay Block II upgrades to the CH-47 Chinook heavylift chopper.</p>",Military,Neutral
bbb4df39-93a4-40c4-bb0c-47095732a6f8,Bird strikes a primary safety threat to rotorcraft,,eTurboNews,Precise Flight has updated its Supplemental Type Certificate (STC) from the Federal Aviation Administration (FAA) for the Pulselite® Bird Strike Prevention System to include installation instructions for the Bell 407GX and 407GXP variations.,<p>Precise Flight has updated its Supplemental Type Certificate (STC) from the Federal Aviation Administration (FAA) for the Pulselite® Bird Strike Prevention System to include installation instructions for the Bell 407GX and 407GXP variations.</p>,Commercial,Positive
e3860c18-e7d8-4b4d-87c2-b3e17cdaf4e6,Analysts See U.S. Army Helos Favored In Next Budget,,Industry news,"Financial analysts see future U.S. Army helicopters prevailing over legacy ground vehicles as one potential winner of long-term Defense Department budget changes, according to investor notes released around a key industry conference.","<p>Financial analysts see future U.S. Army helicopters prevailing over legacy ground vehicles as one potential winner of long-term Defense Department budget changes, according to investor notes released around a key industry conference.</p>",Military,Positive
d16d7869-2017-4ee2-b61e-d0582f550186,Boeing (BA) Wins $242M Deal to Build Apache AH-64E Aircraft,,Nasdaq,"Boeing Company BA recently secured a contract to remanufacture eight and procure nine new-build Apache AH-64E aircraft. Work related to the deal is scheduled to be completed by Feb 28, 2023.","<p>Boeing Company BA recently secured a contract to remanufacture eight and procure nine new-build Apache AH-64E aircraft. Work related to the deal is scheduled to be completed by Feb 28, 2023.</p>",Military,Positive
6ab092cb-8ecd-4e4d-844a-2d2d1616bf23,Boeing Awarded $242M Contract for Procurement and Remanufacture of AH-64Es,,HeliHub.com,"The Boeing Co., Mesa, Arizona, was awarded a $242,109,170 modification to foreign military sales contract W58RGZ-16-C-0023 for the remanufacture of eight, and procurement of nine new-build Apache AH-64E aircraft.","<p>The Boeing Co., Mesa, Arizona, was awarded a $242,109,170 modification to foreign military sales contract W58RGZ-16-C-0023 for the remanufacture of eight, and procurement of nine new-build Apache AH-64E aircraft.</p>",Military,Positive
b45a460e-18e0-40f9-995f-72bc3d52d7a2,Boeing CEO: First Operational Self-Flying Cars Are Less Than 5 Years Out,,NewsLocker,"Speaking at the GeekWire Summit, Boeing CEO Dennis Muilenburg said the company is making rapid progress on the first operational self-driving airborne vehicles and that we could see them take to the skies in under five years.","<p>Speaking at the GeekWire Summit, Boeing CEO Dennis Muilenburg said the company is making rapid progress on the first operational self-driving airborne vehicles and that we could see them take to the skies in under five years.</p>",Commercial,Positive
06a1b366-82ea-4ddc-9927-8fcb2b72af60,Boeing CEO: First Operational Self-Flying Cars Are Less Than 5 Years Out,,Tech News One,"Speaking on the GeekWire Summit, Boeing CEO Dennis Muilenburg stated the corporate is making fast growth at the first operational self-driving airborne cars and that shall we see them take to the skies in underneath 5 years.","<p>Speaking on the GeekWire Summit, Boeing CEO Dennis Muilenburg stated the corporate is making fast growth at the first operational self-driving airborne cars and that shall we see them take to the skies in underneath 5 years.</p>",Commercial,Positive
6f3ba16d-08a1-48f0-b082-c27bf783679b,Boeing Wins $242M Deal to Build Apache AH-64E Aircraft,,Yahoo! Finance,"The Boeing Company recently secured a contract toremanufacture eight and procure nine new-build Apache AH-64E aircraft. Work related to the deal is scheduled to be completed by Feb 28, 2023.","<p>The Boeing Company recently secured a contract toremanufacture eight and procure nine new-build Apache AH-64E aircraft. Work related to the deal is scheduled to be completed by Feb 28, 2023.</p>",Military,Positive
8adb90b0-3e85-40fd-b7e1-2440dbcf34c4,"China Eyes CityAirbus, With Test Flight Planned for This Year",,China News,"Sometime toward the end of this year, Airbus Helicopters will test-fly what it calls the CityAirbus, a multi-passenger, self-piloted eVTOL vehicle designed for urban air transportation.","<p>Sometime toward the end of this year, Airbus Helicopters will test-fly what it calls the CityAirbus, a multi-passenger, self-piloted eVTOL vehicle designed for urban air transportation.</p>",Commercial,Positive
0f117ed8-4d7d-4f7c-96e4-003355c81076,Faury to Begin CEO Term at Next Shareholder Meeting,,Shafaqna,"Guillaume Faury will start his term as chief executive of Airbus at the company’s next shareholder meeting and he will combine it with his current role as head of the commercial jetliner business, sources familiar with the matter said.","<p>Guillaume Faury will start his term as chief executive of Airbus at the company’s next shareholder meeting and he will combine it with his current role as head of the commercial jetliner business, sources familiar with the matter said.</p>",Executives,Positive
f5f34e9b-8eab-4c42-b435-95e208aa57e7,Faury Waits in Wings as Airbus Board Meets to Discuss CEO Post,,Reuters,"The board of Airbus gathered on Monday to discuss the European aerospace group’s leadership and could confirm planemaking chief Guillaume Faury as the next chief executive, people familiar with the matter said.","<p>The board of Airbus gathered on Monday to discuss the European aerospace group’s leadership and could confirm planemaking chief Guillaume Faury as the next chief executive, people familiar with the matter said.</p>",Executives,Positive
cbec0546-4e44-4a87-9f58-e94b6aad603f,Guillaume Faury to Become New Airbus CEO,,Breaking the News,"Airbus SE's chief of aircraft production Guillaume Faury is set to become the company's next chief executive officer (CEO) as Tom Enders' contract expired next year, the Wall Street Journal reported on Monday, citing sources with knowledge on the matter.","<p>Airbus SE's chief of aircraft production Guillaume Faury is set to become the company's next chief executive officer (CEO) as Tom Enders' contract expired next year, the Wall Street Journal reported on Monday, citing sources with knowledge on the matter.</p>",Executives,Positive
ae1c114a-9be5-4931-bef6-06c42b8dd4c6,Helitech 2018: Lord Provides Strong Tails,,Airsoc,"Lord, a rotary components supplier, is seeking to break into the European market with its Bell 206 elastomeric tail rotor trunnion kit which will be displayed for the first time at Helitech International 2018 in Amsterdam.","<p>Lord, a rotary components supplier, is seeking to break into the European market with its Bell 206 elastomeric tail rotor trunnion kit which will be displayed for the first time at Helitech International 2018 in Amsterdam.&nbsp;</p>",Commercial,Positive
74ffa88e-7f6d-4658-812c-f11d715608b0,"IAF Capability to Get a Boost From Rafale, S-400, Apache and Chinook: Air Chief Marshal BS Dhanoa",,UC News,"Technologically evolving over eight decades, the acquisition of 36 French `Rafale’ fighter aircraft, S-400 missile systems from Russia, Apache attack helicopters and Chinook Heavy Lift helicopters from the US will add to the capability of Air Force, says top officer of the Indian Air Force.","<p>Technologically evolving over eight decades, the acquisition of 36 French `Rafale’ fighter aircraft, S-400 missile systems from Russia, Apache attack helicopters and Chinook Heavy Lift helicopters from the US will add to the capability of Air Force, says top officer of the Indian Air Force.</p>",Military,Positive
8c60770e-d5ee-422e-8a3d-1810f3c8081d,Making the Army Stronger: Northrop Grumman Showcases Multi-Mission Solutions at AUSA,,ASDNews,The company's booth will feature digital helicopter cockpit and integrated avionics solutions derived from the U.S. Army's Northrop Grumman UH-60V Black Hawk program.,<p>The company's booth will feature digital helicopter cockpit and integrated avionics solutions derived from the U.S. Army's Northrop Grumman UH-60V Black Hawk program.</p>,Military,Positive
75d3bdaa-bc06-43e3-b248-f4705f6d1c34,Making the Army Stronger: Northrop Grumman Showcases Multi-Mission Solutions at AUSA,,defense-aerospace.com,"The company’s booth will feature digital helicopter cockpit and integrated avionics solutions derived from the U.S. Army’s Northrop Grumman UH-60V Black Hawk program. The open-architecture digital cockpit offers an affordable, safe, secure and integrated suite of avionics equipment.","<p>The company’s booth will feature digital helicopter cockpit and integrated avionics solutions derived from the U.S. Army’s Northrop Grumman UH-60V Black Hawk program. The open-architecture digital cockpit offers an affordable, safe, secure and integrated suite of avionics equipment.</p>",Military,Positive
e9f9720e-a0b9-41ed-afce-b40e705915ce,Military Osprey Aircraft Land at Portland Jetport,https://multifiles.pressherald.com/uploads/sites/4/2018/10/1603990_south_sudan_us_jpeg_08056-1024x523.jpg,CentralCharts,"Two V-22 Osprey aircraft touched down at Northeast Air, the executive terminal and maintenance center at the airport over the weekend.","<p>Two V-22 Osprey aircraft touched down at Northeast Air, the executive terminal and maintenance center at the airport over the weekend.</p>",Commercial,Positive
409ab61c-7cc5-40be-b4f2-79acc9dfdb17,NH90 User Conference 2018,https://www.helis.com/database/pics/news/2018/nh90-user-conference-18.jpg,Helis.com,"NHIndustries is a French SAS company, based in Aix-en-Provence. It is wholly owned by Airbus, Leonardo Helicopters and Fokker Aerostructures and provides the focal point for these companies for the NH90 programme. Established in 1992, NHI has managed the design, development and entry to service of the NH90 for both NAHEMA (NATO Helicopter Management Agency) and export customers.","<p>NHIndustries is a French SAS company, based in Aix-en-Provence. It is wholly owned by Airbus, Leonardo Helicopters and Fokker Aerostructures and provides the focal point for these companies for the NH90 programme. Established in 1992, NHI has managed the design, development and entry to service of the NH90 for both NAHEMA (NATO Helicopter Management Agency) and export customers.</p>",Military,Positive
